Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_1,Kawung,8621.19140625,12045.000000000002,8713.828125,11910.0,0.8674193183303602,0.8147664011318552,0.8659947078860764,0.8168424937717221,33.80859375,47.235294117647065,34.171875,46.70588235294118,1.015706181600946,1.0987547071917287,1.01811998781844,1.0958576857131308,0.4430029347326975,0.40724006385028333,0.4420677180952038,0.40855659614548046,0.6655846563230687,0.6381536365564983,0.6648817324120161,0.6391843209477845,0.7000340190258739,0.5807574871833918,0.6967355988188576,0.5854514233698008
Image_2,Kawung,7688.84765625,9043.0,4325.0390625,8935.0,0.8817573331244426,0.8609325500569004,0.9334875424830068,0.862593424168794,30.15234375,35.462745098039214,16.9609375,35.03921568627451,0.9905939597727573,1.0265828984853116,0.874594408200867,1.0236857701002409,0.45243734791662915,0.4387498691613154,0.4954545966958321,0.4399515661397199,0.6726346318147982,0.6623819662108227,0.703885357637046,0.6632884486705011,0.733263015396063,0.6850214997301376,0.8496720905458914,0.6887832688365342
Image_3,Kawung,4571.07421875,7094.0,5761.40625,7119.0,0.9297038996901239,0.8909051763909821,0.9113984214006705,0.8905207147910066,17.92578125,27.819607843137256,22.59375,27.91764705882353,0.8785999766517022,0.9654072199718329,0.9220944849781721,0.9661872409778279,0.49715011614279214,0.4655079222036418,0.4816935798618621,0.4652020447581675,0.7050887292694389,0.6822814098329528,0.6940414828105465,0.6820572151646572,0.8393186701723061,0.7505211654637312,0.797503966946736,0.7496450936714011
Image_4,Kawung,10956.03515625,14113.0,10688.0859375,13687.0,0.8315130077776582,0.7829637375818903,0.8356336551917695,0.789514963245471,42.96484375,55.345098039215685,41.9140625,53.674509803921566,1.0739176722768635,1.1380472969355782,1.0684645170294838,1.1302110040056421,0.41857641833876247,0.3892525761762289,0.4206922606952554,0.39300302793664227,0.6469748204828086,0.62390109486699,0.6486079406662051,0.6268995357604297,0.6182168539754795,0.5076390623012166,0.6280876939210501,0.522500945632874
Image_5,Kawung,9236.77734375,11030.0,6567.24609375,11053.0,0.857952552152216,0.8303755420908561,0.8990058423745886,0.8300218374188787,36.22265625,43.25490196078431,25.75390625,43.345098039215685,1.033444056826962,1.077927703627259,0.9554156674448744,1.078463779216996,0.43521091494914066,0.416021896289556,0.4662144324138777,0.41578312224573966,0.6597051727469936,0.6449975940184243,0.6827989692536726,0.6448124706034614,0.6792865125516956,0.617202134224083,0.772013560185796,0.6164084054902913
Image_6,Kawung,5092.03125,7174.0,4804.16015625,7498.0,0.9216923807400117,0.8896748992710609,0.9261193959916034,0.8846922769353797,19.96875,28.133333333333333,18.83984375,29.40392156862745,0.9050420372197109,0.9754019180817161,0.8947041604293945,0.985292939926023,0.4843122203787305,0.4582033306031854,0.48771082671685023,0.45434490936780736,0.6959254416808819,0.6769071801976881,0.6983629620167798,0.674051117770609,0.8234344057215364,0.7513156358910644,0.8335494283998639,0.7400842818387513
Image_7,Kawung,5497.44140625,8532.0,7579.27734375,8737.0,0.9154577952472857,0.8687909451603975,0.8834423562305846,0.8656383600405992,21.55859375,33.45882352941177,29.72265625,34.26274509803922,0.9195316254326485,1.015628394052972,0.9871180425340016,1.0212963881291672,0.4792422886620755,0.4420437393064892,0.45390226675794015,0.43972321732938907,0.6922732759987745,0.6648636997960479,0.6737226927734735,0.6631162924626336,0.8093126136040774,0.7044539611465583,0.7369600128146409,0.6973563293714742
Image_8,Kawung,10508.7890625,12040.0,8164.980468750001,12303.0,0.8383909657290929,0.81484329345185,0.8744351418086612,0.8107987574201088,41.2109375,47.2156862745098,32.01953125,48.247058823529414,1.0670903190963403,1.1022938549967698,1.0060402745301986,1.1078553911207938,0.42026675531195934,0.40449567083077054,0.4455976051644425,0.40197034122119946,0.6482798433639283,0.6359997412191066,0.6675309769324885,0.6340113100104756,0.6362067428189414,0.5835637745589135,0.7175752404767665,0.5744623044330627
Image_9,Kawung,2829.90234375,5759.0,5049.19921875,5722.0,0.9564804486859102,0.9114354258296682,0.9223510715905946,0.9120044289976317,11.09765625,22.584313725490194,19.80078125,22.43921568627451,0.8066496193573574,0.9236609783019349,0.8982292843299429,0.9223714147394019,0.5195541090857108,0.4802981011798467,0.48946332462931186,0.48077201927924973,0.7208010190653942,0.6930354256312203,0.699616555428266,0.6933772561017918,0.9008243645873766,0.7982460275256428,0.8230866364939617,0.799539788245281
Image_10,Kawung,10262.75390625,10795.0,10654.21875,10863.0,0.8421746085219759,0.8339894811306248,0.8361544805154861,0.8329437455786917,40.24609375,42.33333333333333,41.78125,42.6,1.0451412961256477,1.0582000939484808,1.0551557374892773,1.0597701857962571,0.4354830665104392,0.42956975628662036,0.43083963396364977,0.42887231513150903,0.6599114080772048,0.655415712572273,0.6563837551034073,0.6548834362934438,0.6343181623175685,0.6156904761515587,0.6208612426995285,0.6132696287572377
