Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_1,Mega mendung,307.46625306372556,575.7353633217994,441.63420649509806,680.8323106497502,0.22056225775410163,0.17713735993547558,0.2085719027616328,0.1670776149892143,10.461412377450982,14.870742022299119,13.187791053921568,16.460607458669745,8.134838497352002,8.372374679626915,8.219861841175792,8.455680757514832,0.0009298115883914842,0.0007191036600390735,0.0008882331774813173,0.0006683836296955553,0.030492812077463176,0.02681610821948393,0.029803241056658877,0.025853116440683804,0.8114238427281032,0.646919843933956,0.7290400124095234,0.5824685020097219
Image_2,Mega mendung,429.32328431372565,578.6343252595155,322.995006127451,560.5192772010765,0.2354867213507964,0.20765036422503308,0.30781360117423634,0.21435545902139372,10.956433823529414,12.848796616685886,8.430545343137258,12.322122260668975,8.937884420377019,9.0668656252214,8.605234060722122,9.027235192976246,0.00037611524676506644,0.0003277057400068378,0.0005607583274386656,0.000333296231701024,0.019393690901039606,0.018102644558374275,0.023680336303326978,0.018256402485183766,0.957882458269298,0.943214434739887,0.9682351643475713,0.9449920485359561
Image_3,Mega mendung,229.9074601715687,641.0055209534793,433.4845588235294,580.0945943867742,0.17254263824125585,0.11015928664459523,0.11836104226942104,0.11971536650437847,10.118949142156865,17.684090734332944,14.927083333333334,16.474509803921567,8.670339927142896,9.11254766592905,8.93256251745053,9.0727846027426,0.0003630238979974651,0.00022819945778403323,0.0002708873286791738,0.0002409761365552922,0.01905318603272075,0.015106272133919515,0.016458655129723505,0.015523406087431076,0.930117851497021,0.8050070110017277,0.8681188104179058,0.8235351783607897
Image_4,Mega mendung,1164.2841911764708,1244.379038831219,347.01671262254905,1345.208089196463,0.05630244963450968,0.0578237730713678,0.11094470909131089,0.055033411315193945,25.83590686274511,26.198216070742024,13.186657475490199,27.459192618223756,9.604799706163776,9.629456888929969,9.09830752894068,9.647792369886877,9.113996682465881e-05,8.952934288279092e-05,0.00016214079602046096,8.747471065530795e-05,0.009546725450365627,0.009461994656666792,0.012733451850164628,0.009352791596914151,0.6514048061607258,0.6270164656870372,0.8959625214421771,0.5968034301737953
Image_5,Mega mendung,592.6889399509806,756.8169011918494,388.1803462009803,796.5583544790466,0.6340498563015683,0.6262001059099204,0.6705110914609016,0.6226918364411933,9.452359068627453,10.857900807381776,7.3866268382352915,11.132810457516342,5.1171236055480875,5.1675606348890915,4.938122303668331,5.175133799074649,0.1582388941593604,0.1572383768050646,0.16587650051212266,0.15711869231971085,0.39779252652527347,0.39653294542202244,0.4072793887641783,0.3963820030219723,0.9577846546577895,0.9461342180685027,0.9723088789823388,0.9433056548413367
Image_6,Mega mendung,242.94329044117652,728.15015763168,591.5060968137257,864.7555709342561,0.2494997384804665,0.16391645921931133,0.1841969351537229,0.1544190139557599,8.534558823529414,15.617777777777775,14.111366421568633,17.326766628219918,8.426082801341424,8.90326067379825,8.78493733568318,8.957068393788596,0.0009958147388474392,0.0006281198149175461,0.0007738030538885288,0.0006334678895719432,0.031556532427493345,0.025062318626127674,0.027817315720402084,0.02516878800363544,0.9633288431619073,0.8900160381952986,0.9107321717550021,0.8693829344301585
Image_7,Mega mendung,356.46320465686273,531.4126259131103,285.94062500000007,603.3680123029603,0.16557316096951763,0.14088716286759295,0.17630437953780773,0.13470257293471047,12.539491421568625,14.733041138023838,10.620312500000002,16.100192233756246,9.040126113162945,9.196038845935368,8.924295144764704,9.264688306907608,0.0002578913693426206,0.0002131492619361938,0.0002745947275011415,0.00020030364212386288,0.016058996523526013,0.014599632253457407,0.01657090002085407,0.014152866922424689,0.926187167922737,0.8898784494521366,0.9406831138168503,0.8749663519700942
Image_8,Mega mendung,300.9361213235294,456.00439830834296,245.5008118872549,465.7077124183007,0.18368914939307623,0.15644118703037369,0.18614645234694058,0.1456443435023129,10.367003676470588,12.938654363706267,9.744102328431374,13.623683198769706,8.873484352983596,9.053542871350286,8.82693460260622,9.105933321785535,0.0002982362881388768,0.00022728820621885443,0.00028083387680669694,0.00021196603027759264,0.01726951904770011,0.015076080598711803,0.01675809884225227,0.014559053206771127,0.9335784025179691,0.8981982461286979,0.9452061172872206,0.896033664513226
Image_9,Mega mendung,1360.5553308823528,2237.81970011534,1058.0099724264708,1782.5047904652056,0.1142281152819674,0.09773583890884455,0.12815690022743995,0.10652893671773082,23.187928921568624,29.112802768166087,18.949034926470592,25.04670511341791,9.498861748041998,9.666411050428604,9.380731511196549,9.571121033009431,0.00017788814792537726,0.00014517800727576307,0.0001921991438464173,0.00015419994173122118,0.013337471571680191,0.012048983661527766,0.013863590582760921,0.012417726914827093,0.8383182900059517,0.734084139533586,0.8742131920209234,0.7881871316005921
Image_10,Mega mendung,917.8588848039217,1523.543652441369,1245.3764246323528,1545.5023913879277,0.18935724361082443,0.16442169331787557,0.21266881514641994,0.16595987200949538,17.352267156862748,22.921676278354482,20.20598958333333,22.841076509034988,8.88756900565722,9.055441620199362,8.8987625542666,9.04596980203406,0.0008947266986030016,0.0007771025871958573,0.0009626094784382809,0.0007781485280333874,0.02991198252545293,0.027876559816373634,0.031025948469600103,0.027895313728893378,0.8682923715929286,0.7801319918576454,0.8214811843987281,0.7769636219971577
